[validate_spec] experiment_specs/capture24/paper_final_fold0.yaml: OK
[main] spec=paper_final_fold0.yaml device=cuda:1
[main] exp_group=SPEC_paper_final_fold0_ca8c4cff__G202606031753
[main] seeds=[42]
[Training Process 0] ---- running seed=42 ----
FFNN Using device: cuda:1
FFNN Using device: cuda:1
[Tracker Process 0] SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9
[Tracker Process 0] seed dir: training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42
[Tracker Process 0] metrics:  training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/metrics.csv
[capture24-kfold] 992,430 windows, fold 0/5
[TRAIN] n=4,000  pos=150 (3.8%)  female=1,927  f_pos=60  m_pos=90
[VAL] n=4,000  pos=142 (3.5%)  female=2,276  f_pos=85  m_pos=57
[TEST] n=108,395  pos=3,840 (3.5%)  female=61,677  f_pos=2,300  m_pos=1,540
fold 0 | held_out=[np.int64(17), np.int64(2), np.int64(12), np.int64(13), np.int64(29), np.int64(26), np.int64(22), np.int64(36)] | dim=15
FFNN Using device: cuda:1
FFNN Using device: cuda:1
Beta trains with: 80.0% real, 20.0% synthetic
[alpha Process 0] disadv_group=1 wgl=2.5809 soft_eo=0.2345
[Tracker Process 0] alpha weights → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/alpha_state_dict.pt
[Tracker Process 0] alpha config  → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/ffnn_meta.json

============================================================
[FORGE Process 0] Training | episodes=5000
============================================================
[Tracker Process 0] CSV header: 33 columns
[Tracker Process 0] Ep    1 | WGL_reward=0.1052 | F1w=0.6032 | WGL_beta=3.0091 | EO=0.3449
[Tracker Process 0] Ep 4431 | WGL_reward=0.9999 | F1w=0.7048 | WGL_beta=0.7105 | EO=0.0080
[Tracker Process 0] Ep 4432 | WGL_reward=0.9999 | F1w=0.6951 | WGL_beta=0.7197 | EO=0.0095
[Tracker Process 0] Ep 4433 | WGL_reward=0.9999 | F1w=0.7083 | WGL_beta=0.7565 | EO=0.1152
[Tracker Process 0] Ep 4434 | WGL_reward=0.9999 | F1w=0.7244 | WGL_beta=0.7139 | EO=0.0799
[Tracker Process 0] Ep 4435 | WGL_reward=0.9999 | F1w=0.7287 | WGL_beta=0.6937 | EO=0.0506
[Tracker Process 0] Ep 4436 | WGL_reward=0.9999 | F1w=0.7415 | WGL_beta=0.7134 | EO=0.0390
[Tracker Process 0] Ep 4437 | WGL_reward=0.9999 | F1w=0.6994 | WGL_beta=0.7457 | EO=0.1092
[Tracker Process 0] Ep 4438 | WGL_reward=0.9999 | F1w=0.7531 | WGL_beta=0.7073 | EO=0.0138
[Tracker Process 0] Ep 4439 | WGL_reward=0.9999 | F1w=0.7179 | WGL_beta=0.7936 | EO=0.1383
[Tracker Process 0] Ep 4440 | WGL_reward=0.9999 | F1w=0.7151 | WGL_beta=0.6594 | EO=0.0272
[Tracker Process 0] Ep 4441 | WGL_reward=0.9999 | F1w=0.7257 | WGL_beta=0.7184 | EO=0.0489
[Tracker Process 0] Ep 4442 | WGL_reward=0.9999 | F1w=0.7175 | WGL_beta=0.6896 | EO=0.0857
[Tracker Process 0] Ep 4443 | WGL_reward=0.9999 | F1w=0.6841 | WGL_beta=0.7510 | EO=0.0093
[Tracker Process 0] Ep 4444 | WGL_reward=0.9999 | F1w=0.7154 | WGL_beta=0.6812 | EO=0.0023
[Tracker Process 0] Ep 4445 | WGL_reward=0.9999 | F1w=0.7224 | WGL_beta=0.6683 | EO=0.0078
[Tracker Process 0] Ep 4446 | WGL_reward=0.9999 | F1w=0.7097 | WGL_beta=0.7050 | EO=0.0491
[Tracker Process 0] Ep 4447 | WGL_reward=0.9999 | F1w=0.7237 | WGL_beta=0.7280 | EO=0.0857
[Tracker Process 0] Ep 4448 | WGL_reward=0.9999 | F1w=0.7083 | WGL_beta=0.6874 | EO=0.0978
[Tracker Process 0] Ep 4449 | WGL_reward=0.9999 | F1w=0.7266 | WGL_beta=0.7512 | EO=0.0727
[Tracker Process 0] Ep 4450 | WGL_reward=0.9999 | F1w=0.7310 | WGL_beta=0.7313 | EO=0.1736
[Tracker Process 0] Ep 4451 | WGL_reward=0.9999 | F1w=0.7373 | WGL_beta=0.6787 | EO=0.0605
[Tracker Process 0] Ep 4452 | WGL_reward=0.9999 | F1w=0.7065 | WGL_beta=0.7193 | EO=0.0681
[Tracker Process 0] Ep 4453 | WGL_reward=0.9999 | F1w=0.7067 | WGL_beta=0.7807 | EO=0.1678
[Tracker Process 0] Ep 4454 | WGL_reward=0.9999 | F1w=0.7126 | WGL_beta=0.7769 | EO=0.0859
[Tracker Process 0] Ep 4455 | WGL_reward=0.9999 | F1w=0.6971 | WGL_beta=0.6856 | EO=0.0566
[Tracker Process 0] Ep 4456 | WGL_reward=0.9999 | F1w=0.7426 | WGL_beta=0.7215 | EO=0.0270
[Tracker Process 0] Ep 4457 | WGL_reward=0.9999 | F1w=0.7020 | WGL_beta=0.6796 | EO=0.0330
[Tracker Process 0] Ep 4458 | WGL_reward=0.9999 | F1w=0.7289 | WGL_beta=0.6821 | EO=0.0605
[Tracker Process 0] Ep 4459 | WGL_reward=0.9998 | F1w=0.7230 | WGL_beta=0.8488 | EO=0.2074
[Tracker Process 0] Ep 4460 | WGL_reward=0.9999 | F1w=0.7081 | WGL_beta=0.7355 | EO=0.0433
[Tracker Process 0] Ep 4461 | WGL_reward=0.9999 | F1w=0.7343 | WGL_beta=0.6924 | EO=0.0272
[Tracker Process 0] Ep 4462 | WGL_reward=0.9999 | F1w=0.7082 | WGL_beta=0.7452 | EO=0.0609
[Tracker Process 0] Ep 4463 | WGL_reward=0.9999 | F1w=0.7131 | WGL_beta=0.7211 | EO=0.1135
[Tracker Process 0] Ep 4464 | WGL_reward=0.9999 | F1w=0.7230 | WGL_beta=0.7812 | EO=0.1313
[Tracker Process 0] Ep 4465 | WGL_reward=0.9999 | F1w=0.7141 | WGL_beta=0.6761 | EO=0.0157
[Tracker Process 0] Ep 4466 | WGL_reward=0.9998 | F1w=0.7070 | WGL_beta=0.8519 | EO=0.1443
[Tracker Process 0] Ep 4467 | WGL_reward=0.9999 | F1w=0.6986 | WGL_beta=0.7941 | EO=0.1370
[Tracker Process 0] Ep 4468 | WGL_reward=0.9999 | F1w=0.7123 | WGL_beta=0.7092 | EO=0.0080
[Tracker Process 0] Ep 4469 | WGL_reward=0.9999 | F1w=0.7100 | WGL_beta=0.7688 | EO=0.0433
[Tracker Process 0] Ep 4470 | WGL_reward=0.9999 | F1w=0.7184 | WGL_beta=0.8112 | EO=0.1022
[Tracker Process 0] Ep 4471 | WGL_reward=0.9999 | F1w=0.7335 | WGL_beta=0.7560 | EO=0.0566
[Tracker Process 0] Ep 4472 | WGL_reward=0.9999 | F1w=0.7030 | WGL_beta=0.6835 | EO=0.0799
[Tracker Process 0] Ep 4473 | WGL_reward=0.9999 | F1w=0.7216 | WGL_beta=0.7830 | EO=0.1370
[Tracker Process 0] Ep 4474 | WGL_reward=0.9999 | F1w=0.7020 | WGL_beta=0.7325 | EO=0.0609
[Tracker Process 0] Ep 4475 | WGL_reward=0.9998 | F1w=0.7102 | WGL_beta=0.8220 | EO=0.1781
[Tracker Process 0] Ep 4476 | WGL_reward=0.9999 | F1w=0.7002 | WGL_beta=0.8112 | EO=0.1488
[Tracker Process 0] Ep 4477 | WGL_reward=0.9999 | F1w=0.6975 | WGL_beta=0.7183 | EO=0.0491
[Tracker Process 0] Ep 4478 | WGL_reward=0.9999 | F1w=0.7105 | WGL_beta=0.6594 | EO=0.0916
[Tracker Process 0] Ep 4479 | WGL_reward=0.9999 | F1w=0.7178 | WGL_beta=0.8011 | EO=0.1426
[Tracker Process 0] Ep 4480 | WGL_reward=0.9999 | F1w=0.7180 | WGL_beta=0.7676 | EO=0.1137
[Tracker Process 0] Ep 4481 | WGL_reward=0.9999 | F1w=0.7294 | WGL_beta=0.7193 | EO=0.0623
[Tracker Process 0] Ep 4482 | WGL_reward=0.9999 | F1w=0.7394 | WGL_beta=0.7030 | EO=0.0023
[Tracker Process 0] Ep 4483 | WGL_reward=0.9999 | F1w=0.7128 | WGL_beta=0.6930 | EO=0.0078
[Tracker Process 0] Ep 4484 | WGL_reward=0.9999 | F1w=0.7119 | WGL_beta=0.6900 | EO=0.0155
[Tracker Process 0] Ep 4485 | WGL_reward=0.9999 | F1w=0.6881 | WGL_beta=0.8017 | EO=0.0972
[Tracker Process 0] Ep 4486 | WGL_reward=0.9999 | F1w=0.7256 | WGL_beta=0.6568 | EO=0.0157
[Tracker Process 0] Ep 4487 | WGL_reward=0.9999 | F1w=0.6949 | WGL_beta=0.7196 | EO=0.0566
[Tracker Process 0] Ep 4488 | WGL_reward=0.9999 | F1w=0.7321 | WGL_beta=0.6797 | EO=0.0566
[Tracker Process 0] Ep 4489 | WGL_reward=0.9999 | F1w=0.7122 | WGL_beta=0.8153 | EO=0.1783
[Tracker Process 0] Ep 4490 | WGL_reward=0.9999 | F1w=0.7265 | WGL_beta=0.7171 | EO=0.0256
[Tracker Process 0] Ep 4491 | WGL_reward=0.9999 | F1w=0.7285 | WGL_beta=0.6853 | EO=0.0097
[Tracker Process 0] Ep 4492 | WGL_reward=0.9999 | F1w=0.7144 | WGL_beta=0.6931 | EO=0.0916
[Tracker Process 0] Ep 4493 | WGL_reward=0.9999 | F1w=0.7190 | WGL_beta=0.7156 | EO=0.0272
[Tracker Process 0] Ep 4494 | WGL_reward=0.9999 | F1w=0.7299 | WGL_beta=0.6615 | EO=0.1269
[Tracker Process 0] Ep 4495 | WGL_reward=0.9999 | F1w=0.7109 | WGL_beta=0.6754 | EO=0.0508
[Tracker Process 0] Ep 4496 | WGL_reward=0.9999 | F1w=0.7290 | WGL_beta=0.6570 | EO=0.0136
[Tracker Process 0] Ep 4497 | WGL_reward=0.9999 | F1w=0.7224 | WGL_beta=0.6522 | EO=0.0448
[Tracker Process 0] Ep 4498 | WGL_reward=0.9999 | F1w=0.7156 | WGL_beta=0.7396 | EO=0.0374
[Tracker Process 0] Ep 4499 | WGL_reward=0.9999 | F1w=0.7053 | WGL_beta=0.7060 | EO=0.0388
[Tracker Process 0] Ep 4500 | WGL_reward=0.9999 | F1w=0.7037 | WGL_beta=0.7629 | EO=0.0140
[Tracker Process 0] snapshot ep4500_phase1_class1
[Tracker Process 0] Ep 4501 | WGL_reward=0.9999 | F1w=0.7150 | WGL_beta=0.7252 | EO=0.0623
[Tracker Process 0] Ep 4502 | WGL_reward=0.9999 | F1w=0.7224 | WGL_beta=0.7414 | EO=0.0724
[Tracker Process 0] Ep 4503 | WGL_reward=0.9999 | F1w=0.7423 | WGL_beta=0.7962 | EO=0.0962
[Tracker Process 0] Ep 4504 | WGL_reward=0.9999 | F1w=0.7090 | WGL_beta=0.7717 | EO=0.1370
[Tracker Process 0] Ep 4505 | WGL_reward=0.9999 | F1w=0.7299 | WGL_beta=0.7057 | EO=0.0683
[Tracker Process 0] Ep 4506 | WGL_reward=0.9999 | F1w=0.7132 | WGL_beta=0.6913 | EO=0.0155
[Tracker Process 0] Ep 4507 | WGL_reward=0.9999 | F1w=0.7263 | WGL_beta=0.6278 | EO=0.0275
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.999943)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep 4508 | WGL_reward=0.9999 | F1w=0.7093 | WGL_beta=0.7441 | EO=0.0330
[Tracker Process 0] Ep 4509 | WGL_reward=0.9999 | F1w=0.7586 | WGL_beta=0.6631 | EO=0.0312
[Tracker Process 0] Ep 4510 | WGL_reward=0.9999 | F1w=0.7203 | WGL_beta=0.7103 | EO=0.0256
[Tracker Process 0] Ep 4511 | WGL_reward=0.9999 | F1w=0.7098 | WGL_beta=0.7700 | EO=0.0960
[Tracker Process 0] Ep 4512 | WGL_reward=0.9999 | F1w=0.7171 | WGL_beta=0.6747 | EO=0.0272
[Tracker Process 0] Ep 4513 | WGL_reward=0.9999 | F1w=0.7237 | WGL_beta=0.7707 | EO=0.0902
[Tracker Process 0] Ep 4514 | WGL_reward=0.9999 | F1w=0.6780 | WGL_beta=0.7408 | EO=0.1090
[Tracker Process 0] Ep 4515 | WGL_reward=0.9999 | F1w=0.7331 | WGL_beta=0.7981 | EO=0.0213
[Tracker Process 0] Ep 4516 | WGL_reward=0.9999 | F1w=0.7125 | WGL_beta=0.6653 | EO=0.0663
[Tracker Process 0] Ep 4517 | WGL_reward=0.9999 | F1w=0.7304 | WGL_beta=0.7367 | EO=0.0918
[Tracker Process 0] Ep 4518 | WGL_reward=0.9999 | F1w=0.7433 | WGL_beta=0.6606 | EO=0.0157
[Tracker Process 0] Ep 4519 | WGL_reward=0.9999 | F1w=0.7197 | WGL_beta=0.7972 | EO=0.1152
[Tracker Process 0] Ep 4520 | WGL_reward=0.9999 | F1w=0.7185 | WGL_beta=0.6217 | EO=0.0743
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.999944)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep 4521 | WGL_reward=0.9999 | F1w=0.7210 | WGL_beta=0.6687 | EO=0.0097
[Tracker Process 0] Ep 4522 | WGL_reward=0.9999 | F1w=0.7237 | WGL_beta=0.7160 | EO=0.0138
[Tracker Process 0] Ep 4523 | WGL_reward=0.9999 | F1w=0.7126 | WGL_beta=0.7541 | EO=0.0258
[Tracker Process 0] Ep 4524 | WGL_reward=0.9999 | F1w=0.7271 | WGL_beta=0.6941 | EO=0.0021
[Tracker Process 0] Ep 4525 | WGL_reward=0.9999 | F1w=0.7350 | WGL_beta=0.6955 | EO=0.0487
[Tracker Process 0] Ep 4526 | WGL_reward=0.9999 | F1w=0.7468 | WGL_beta=0.7521 | EO=0.0861
[Tracker Process 0] Ep 4527 | WGL_reward=0.9999 | F1w=0.7105 | WGL_beta=0.7325 | EO=0.0037
[Tracker Process 0] Ep 4528 | WGL_reward=0.9999 | F1w=0.7088 | WGL_beta=0.7182 | EO=0.1034
[Tracker Process 0] Ep 4529 | WGL_reward=0.9999 | F1w=0.7250 | WGL_beta=0.6966 | EO=0.0136
[Tracker Process 0] Ep 4530 | WGL_reward=0.9998 | F1w=0.7295 | WGL_beta=0.8755 | EO=0.1150
[Tracker Process 0] Ep 4531 | WGL_reward=0.9999 | F1w=0.7048 | WGL_beta=0.7186 | EO=0.0506
[Tracker Process 0] Ep 4532 | WGL_reward=0.9999 | F1w=0.7265 | WGL_beta=0.7698 | EO=0.1152
[Tracker Process 0] Ep 4533 | WGL_reward=0.9999 | F1w=0.7405 | WGL_beta=0.7217 | EO=0.0037
[Tracker Process 0] Ep 4534 | WGL_reward=0.9999 | F1w=0.7135 | WGL_beta=0.7126 | EO=0.0388
[Tracker Process 0] Ep 4535 | WGL_reward=0.9999 | F1w=0.7350 | WGL_beta=0.7007 | EO=0.0021
[Tracker Process 0] Ep 4536 | WGL_reward=0.9999 | F1w=0.6892 | WGL_beta=0.7247 | EO=0.0328
[Tracker Process 0] Ep 4537 | WGL_reward=0.9999 | F1w=0.7030 | WGL_beta=0.7392 | EO=0.1092
[Tracker Process 0] Ep 4538 | WGL_reward=0.9998 | F1w=0.7244 | WGL_beta=0.8469 | EO=0.2017
[Tracker Process 0] Ep 4539 | WGL_reward=0.9999 | F1w=0.7105 | WGL_beta=0.7156 | EO=0.0916
[Tracker Process 0] Ep 4540 | WGL_reward=0.9999 | F1w=0.7080 | WGL_beta=0.7212 | EO=0.0916
[Tracker Process 0] Ep 4541 | WGL_reward=0.9999 | F1w=0.7099 | WGL_beta=0.7370 | EO=0.0842
[Tracker Process 0] Ep 4542 | WGL_reward=0.9999 | F1w=0.7217 | WGL_beta=0.6799 | EO=0.0566
[Tracker Process 0] Ep 4543 | WGL_reward=0.9999 | F1w=0.7178 | WGL_beta=0.6846 | EO=0.0390
[Tracker Process 0] Ep 4544 | WGL_reward=0.9999 | F1w=0.7018 | WGL_beta=0.7562 | EO=0.0140
[Tracker Process 0] Ep 4545 | WGL_reward=0.9999 | F1w=0.7230 | WGL_beta=0.7586 | EO=0.0023
[Tracker Process 0] Ep 4546 | WGL_reward=0.9998 | F1w=0.7237 | WGL_beta=0.8561 | EO=0.0213
[Tracker Process 0] Ep 4547 | WGL_reward=0.9999 | F1w=0.6977 | WGL_beta=0.7591 | EO=0.0211
[Tracker Process 0] Ep 4548 | WGL_reward=0.9999 | F1w=0.7278 | WGL_beta=0.6680 | EO=0.0566
[Tracker Process 0] Ep 4549 | WGL_reward=0.9999 | F1w=0.7419 | WGL_beta=0.7005 | EO=0.0431
[Tracker Process 0] Ep 4550 | WGL_reward=0.9999 | F1w=0.7029 | WGL_beta=0.7960 | EO=0.1137
[Tracker Process 0] Ep 4551 | WGL_reward=0.9999 | F1w=0.7197 | WGL_beta=0.6665 | EO=0.0508
[Tracker Process 0] Ep 4552 | WGL_reward=0.9999 | F1w=0.7316 | WGL_beta=0.6980 | EO=0.0506
[Tracker Process 0] Ep 4553 | WGL_reward=0.9999 | F1w=0.7202 | WGL_beta=0.8162 | EO=0.0974
[Tracker Process 0] Ep 4554 | WGL_reward=0.9999 | F1w=0.7405 | WGL_beta=0.7162 | EO=0.0663
[Tracker Process 0] Ep 4555 | WGL_reward=0.9999 | F1w=0.6663 | WGL_beta=0.7935 | EO=0.0502
[Tracker Process 0] Ep 4556 | WGL_reward=0.9999 | F1w=0.7415 | WGL_beta=0.7518 | EO=0.1092
[Tracker Process 0] Ep 4557 | WGL_reward=0.9999 | F1w=0.6941 | WGL_beta=0.7142 | EO=0.0724
[Tracker Process 0] Ep 4558 | WGL_reward=0.9999 | F1w=0.7112 | WGL_beta=0.7492 | EO=0.0551
[Tracker Process 0] Ep 4559 | WGL_reward=0.9999 | F1w=0.7068 | WGL_beta=0.7487 | EO=0.1325
[Tracker Process 0] Ep 4560 | WGL_reward=0.9999 | F1w=0.7211 | WGL_beta=0.7741 | EO=0.1387
[Tracker Process 0] Ep 4561 | WGL_reward=0.9999 | F1w=0.7210 | WGL_beta=0.7336 | EO=0.0900
[Tracker Process 0] Ep 4562 | WGL_reward=0.9999 | F1w=0.7031 | WGL_beta=0.6596 | EO=0.0275
[Tracker Process 0] Ep 4563 | WGL_reward=0.9999 | F1w=0.7279 | WGL_beta=0.7115 | EO=0.0330
[Tracker Process 0] Ep 4564 | WGL_reward=0.9999 | F1w=0.7390 | WGL_beta=0.6907 | EO=0.0254
[Tracker Process 0] Ep 4565 | WGL_reward=0.9999 | F1w=0.7269 | WGL_beta=0.6981 | EO=0.0568
[Tracker Process 0] Ep 4566 | WGL_reward=0.9999 | F1w=0.6937 | WGL_beta=0.7297 | EO=0.0506
[Tracker Process 0] Ep 4567 | WGL_reward=0.9997 | F1w=0.6894 | WGL_beta=0.9384 | EO=0.2085
[Tracker Process 0] Ep 4568 | WGL_reward=0.9999 | F1w=0.7251 | WGL_beta=0.6897 | EO=0.0021
[Tracker Process 0] Ep 4569 | WGL_reward=0.9999 | F1w=0.7361 | WGL_beta=0.6995 | EO=0.0254
[Tracker Process 0] Ep 4570 | WGL_reward=0.9999 | F1w=0.7056 | WGL_beta=0.7671 | EO=0.1428
[Tracker Process 0] Ep 4571 | WGL_reward=0.9999 | F1w=0.7337 | WGL_beta=0.6956 | EO=0.0330
[Tracker Process 0] Ep 4572 | WGL_reward=0.9999 | F1w=0.7244 | WGL_beta=0.7314 | EO=0.0667
[Tracker Process 0] Ep 4573 | WGL_reward=0.9999 | F1w=0.7164 | WGL_beta=0.7037 | EO=0.0859
[Tracker Process 0] Ep 4574 | WGL_reward=0.9999 | F1w=0.7032 | WGL_beta=0.7176 | EO=0.0023
[Tracker Process 0] Ep 4575 | WGL_reward=0.9999 | F1w=0.7070 | WGL_beta=0.6978 | EO=0.0270
[Tracker Process 0] Ep 4576 | WGL_reward=0.9999 | F1w=0.7251 | WGL_beta=0.7136 | EO=0.0681
[Tracker Process 0] Ep 4577 | WGL_reward=0.9999 | F1w=0.7362 | WGL_beta=0.7132 | EO=0.0095
[Tracker Process 0] Ep 4578 | WGL_reward=0.9999 | F1w=0.7050 | WGL_beta=0.7469 | EO=0.0549
[Tracker Process 0] Ep 4579 | WGL_reward=0.9999 | F1w=0.7196 | WGL_beta=0.6913 | EO=0.1209
[Tracker Process 0] Ep 4580 | WGL_reward=0.9999 | F1w=0.7211 | WGL_beta=0.7659 | EO=0.0613
[Tracker Process 0] Ep 4581 | WGL_reward=0.9999 | F1w=0.7188 | WGL_beta=0.7461 | EO=0.1150
[Tracker Process 0] Ep 4582 | WGL_reward=0.9998 | F1w=0.7168 | WGL_beta=0.8379 | EO=0.1488
[Tracker Process 0] Ep 4583 | WGL_reward=0.9999 | F1w=0.6961 | WGL_beta=0.6915 | EO=0.0254
[Tracker Process 0] Ep 4584 | WGL_reward=0.9999 | F1w=0.7194 | WGL_beta=0.7801 | EO=0.0551
[Tracker Process 0] Ep 4585 | WGL_reward=0.9999 | F1w=0.7174 | WGL_beta=0.7552 | EO=0.0153
[Tracker Process 0] Ep 4586 | WGL_reward=0.9999 | F1w=0.7467 | WGL_beta=0.7186 | EO=0.0857
[Tracker Process 0] Ep 4587 | WGL_reward=0.9998 | F1w=0.7365 | WGL_beta=0.8528 | EO=0.1445
[Tracker Process 0] Ep 4588 | WGL_reward=0.9999 | F1w=0.7520 | WGL_beta=0.6608 | EO=0.0918
[Tracker Process 0] Ep 4589 | WGL_reward=0.9999 | F1w=0.7432 | WGL_beta=0.7695 | EO=0.0681
[Tracker Process 0] Ep 4590 | WGL_reward=0.9999 | F1w=0.7313 | WGL_beta=0.6991 | EO=0.0196
[Tracker Process 0] Ep 4591 | WGL_reward=0.9999 | F1w=0.7144 | WGL_beta=0.6848 | EO=0.0155
[Tracker Process 0] Ep 4592 | WGL_reward=0.9999 | F1w=0.7084 | WGL_beta=0.7273 | EO=0.0095
[Tracker Process 0] Ep 4593 | WGL_reward=0.9999 | F1w=0.7265 | WGL_beta=0.7567 | EO=0.2031
[Tracker Process 0] Ep 4594 | WGL_reward=0.9999 | F1w=0.7263 | WGL_beta=0.7535 | EO=0.1154
[Tracker Process 0] Ep 4595 | WGL_reward=0.9999 | F1w=0.7295 | WGL_beta=0.7782 | EO=0.0140
[Tracker Process 0] Ep 4596 | WGL_reward=0.9999 | F1w=0.7041 | WGL_beta=0.7182 | EO=0.0551
[Tracker Process 0] Ep 4597 | WGL_reward=0.9999 | F1w=0.7157 | WGL_beta=0.6892 | EO=0.0448
[Tracker Process 0] Ep 4598 | WGL_reward=0.9999 | F1w=0.7204 | WGL_beta=0.6887 | EO=0.0743
[Tracker Process 0] Ep 4599 | WGL_reward=0.9999 | F1w=0.7244 | WGL_beta=0.6607 | EO=0.0078
[Tracker Process 0] Ep 4600 | WGL_reward=0.9999 | F1w=0.7191 | WGL_beta=0.7847 | EO=0.1915
[Tracker Process 0] Ep 4601 | WGL_reward=0.9999 | F1w=0.7378 | WGL_beta=0.6370 | EO=0.0099
[Tracker Process 0] Ep 4602 | WGL_reward=0.9999 | F1w=0.7408 | WGL_beta=0.8076 | EO=0.1562
[Tracker Process 0] Ep 4603 | WGL_reward=0.9999 | F1w=0.7314 | WGL_beta=0.7759 | EO=0.0314
[Tracker Process 0] Ep 4604 | WGL_reward=0.9999 | F1w=0.7141 | WGL_beta=0.7182 | EO=0.0254
[Tracker Process 0] Ep 4605 | WGL_reward=0.9999 | F1w=0.7158 | WGL_beta=0.7040 | EO=0.0859
[Tracker Process 0] Ep 4606 | WGL_reward=0.9999 | F1w=0.7097 | WGL_beta=0.7870 | EO=0.0681
[Tracker Process 0] Ep 4607 | WGL_reward=0.9999 | F1w=0.7074 | WGL_beta=0.6762 | EO=0.0037
[Tracker Process 0] Ep 4608 | WGL_reward=0.9999 | F1w=0.7122 | WGL_beta=0.7136 | EO=0.0095
[Tracker Process 0] Ep 4609 | WGL_reward=0.9999 | F1w=0.7139 | WGL_beta=0.7434 | EO=0.0314
[Tracker Process 0] Ep 4610 | WGL_reward=0.9999 | F1w=0.7127 | WGL_beta=0.7430 | EO=0.1606
[Tracker Process 0] Ep 4611 | WGL_reward=0.9999 | F1w=0.6756 | WGL_beta=0.6953 | EO=0.0493
[Tracker Process 0] Ep 4612 | WGL_reward=0.9999 | F1w=0.7172 | WGL_beta=0.7275 | EO=0.0801
[Tracker Process 0] Ep 4613 | WGL_reward=0.9999 | F1w=0.7143 | WGL_beta=0.7922 | EO=0.1092
[Tracker Process 0] Ep 4614 | WGL_reward=0.9999 | F1w=0.7292 | WGL_beta=0.6949 | EO=0.0097
[Tracker Process 0] Ep 4615 | WGL_reward=0.9999 | F1w=0.7104 | WGL_beta=0.6896 | EO=0.0506
[Tracker Process 0] Ep 4616 | WGL_reward=0.9999 | F1w=0.7369 | WGL_beta=0.6861 | EO=0.0801
[Tracker Process 0] Ep 4617 | WGL_reward=0.9998 | F1w=0.6971 | WGL_beta=0.8588 | EO=0.1785
[Tracker Process 0] Ep 4618 | WGL_reward=0.9999 | F1w=0.6892 | WGL_beta=0.6926 | EO=0.0741
[Tracker Process 0] Ep 4619 | WGL_reward=0.9999 | F1w=0.7082 | WGL_beta=0.7050 | EO=0.0431
[Tracker Process 0] Ep 4620 | WGL_reward=0.9999 | F1w=0.7166 | WGL_beta=0.6346 | EO=0.0157
[Tracker Process 0] Ep 4621 | WGL_reward=0.9999 | F1w=0.7129 | WGL_beta=0.7234 | EO=0.1267
[Tracker Process 0] Ep 4622 | WGL_reward=0.9999 | F1w=0.7109 | WGL_beta=0.7675 | EO=0.0491
[Tracker Process 0] Ep 4623 | WGL_reward=0.9999 | F1w=0.7223 | WGL_beta=0.7609 | EO=0.1503
[Tracker Process 0] Ep 4624 | WGL_reward=0.9999 | F1w=0.7243 | WGL_beta=0.6782 | EO=0.0019
[Tracker Process 0] Ep 4625 | WGL_reward=0.9999 | F1w=0.7036 | WGL_beta=0.7511 | EO=0.1385
[Tracker Process 0] Ep 4626 | WGL_reward=0.9999 | F1w=0.7283 | WGL_beta=0.6647 | EO=0.0722
[Tracker Process 0] Ep 4627 | WGL_reward=0.9999 | F1w=0.7341 | WGL_beta=0.6781 | EO=0.0078
[Tracker Process 0] Ep 4628 | WGL_reward=0.9999 | F1w=0.6935 | WGL_beta=0.7001 | EO=0.1032
[Tracker Process 0] Ep 4629 | WGL_reward=0.9999 | F1w=0.7109 | WGL_beta=0.6615 | EO=0.0078
[Tracker Process 0] Ep 4630 | WGL_reward=0.9999 | F1w=0.7127 | WGL_beta=0.7489 | EO=0.0739
[Tracker Process 0] Ep 4631 | WGL_reward=0.9999 | F1w=0.7128 | WGL_beta=0.6683 | EO=0.0078
[Tracker Process 0] Ep 4632 | WGL_reward=0.9999 | F1w=0.7387 | WGL_beta=0.6539 | EO=0.0275
[Tracker Process 0] Ep 4633 | WGL_reward=0.9999 | F1w=0.7189 | WGL_beta=0.6901 | EO=0.1092
